dimension,cohort,strategy_name,strategy_version,status,promotion_status,promotion_reason,execution_basis,probability_scored_events,probability_scored_markets,independent_city_date_clusters,eligible_signals,directional_signal_wins,directional_signal_losses,directional_signal_voids,directional_win_rate,directional_win_rate_ci_low,directional_win_rate_ci_high,no_trade_events,submitted_paper_orders,filled_paper_orders,settled_trades,wins,losses,voids,win_rate,win_rate_ci_low,win_rate_ci_high,brier_score,market_brier_score,model_event_count,market_event_count,common_event_count,excluded_model_events,excluded_market_events,exclusion_reasons,model_brier_score,calibration_gap,log_loss,gross_pnl,fees,net_pnl,profit_factor,expectancy,maximum_drawdown,training_period,validation_period,holdout_result,model_weight,market_weight,edge_threshold
station,ATL,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.13152142073567447,0.11621666666666668,12,12,12,0,0,none,0.13152142073567447,0.08861292418797775,0.38993671650702433,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,AUS,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,0,2,0,0.0,0.0,0.6576280471103807,0,0,0,0,0,0,0,,,,0.11985825763571613,0.07640416666666668,12,12,12,0,0,none,0.11985825763571613,0.16841120478146993,0.3703240394960391,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,BOS,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,0,2,0,0.0,0.0,0.6576280471103807,0,0,0,0,0,0,0,,,,0.07481198073258126,0.06509583333333334,12,12,12,0,0,none,0.07481198073258126,0.0954666452369598,0.24804324073611558,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,DCA,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.11698372165331801,0.1732145833333333,12,12,12,0,0,none,0.11698372165331801,0.13955488005722688,0.33531535979599236,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,DEN,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.11139767958394009,0.1358625,12,12,12,0,0,none,0.11139767958394009,0.0802640300515172,0.3373126496013666,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,DFW,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.149506320085359,0.1376875,12,12,12,0,0,none,0.149506320085359,0.21922269856013382,0.42731860611709943,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,HOU,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,1,0,1,0,0.0,0.0,0.7934567085261071,1,0,0,0,0,0,0,,,,0.08108533483226726,0.05943958333333333,12,12,12,0,0,none,0.08108533483226726,0.09415916660438363,0.26022352062100085,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,LAS,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.07516031357056811,0.05148958333333333,12,12,12,0,0,none,0.07516031357056811,0.17743175821031795,0.2350344294746334,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,LAX,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,2,0,0,1.0,0.34237195288961925,1.0,0,0,0,0,0,0,0,,,,0.006613517637332512,0.09148333333333335,12,12,12,0,0,none,0.006613517637332512,0.050649418913468254,0.05430420291110246,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,MDW,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.1497104242495463,0.13353958333333335,12,12,12,0,0,none,0.1497104242495463,0.17057830494315676,0.5511443114040587,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,MIA,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,0,2,0,0.0,0.0,0.6576280471103807,0,0,0,0,0,0,0,,,,0.07300274198488407,0.08737083333333333,12,12,12,0,0,none,0.07300274198488407,0.18141323472417317,0.2366220456957157,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,MSP,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,2,0,0,1.0,0.34237195288961925,1.0,0,0,0,0,0,0,0,,,,0.1542475509834699,0.13970833333333335,12,12,12,0,0,none,0.1542475509834699,0.21662220402879062,0.4672780702437372,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,MSY,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.08680710600464618,0.1212625,12,12,12,0,0,none,0.08680710600464618,0.09338919923136632,0.2699124986049769,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,NYC,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.17958252705477176,0.129475,12,12,12,0,0,none,0.17958252705477176,0.27023424692653963,0.4824186834866511,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,OKC,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,0,2,0,0.0,0.0,0.6576280471103807,0,0,0,0,0,0,0,,,,0.19645223133289233,0.10383333333333332,12,12,12,0,0,none,0.19645223133289233,0.30947165536131227,0.663296618936456,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,PHL,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.1143850132885626,0.09380833333333333,12,12,12,0,0,none,0.1143850132885626,0.10398437050658317,0.33541907607539523,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,PHX,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0,0,0,0,0,0,0,,,,0.14116535146292647,0.10953541666666665,12,12,12,0,0,none,0.14116535146292647,0.14984203190697948,0.42216085000026554,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,SAT,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,0,2,0,0.0,0.0,0.6576280471103807,0,0,0,0,0,0,0,,,,0.11012637236755829,0.08511458333333334,12,12,12,0,0,none,0.11012637236755829,0.09521984179468476,0.3263768935245705,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,SEA,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,2,0,0,1.0,0.34237195288961925,1.0,0,0,0,0,0,0,0,,,,0.09955805340768169,0.11805416666666667,12,12,12,0,0,none,0.09955805340768169,0.08607689870561218,0.2929951740702906,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
station,SFO,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,12,12,2,2,2,0,0,1.0,0.34237195288961925,1.0,0,0,0,0,0,0,0,,,,0.0640451282805526,0.14859583333333334,12,12,12,0,0,none,0.0640451282805526,0.13901768729104327,0.19433841030824422,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
lead_time,lead_1,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,240,240,40,39,18,21,0,0.46153846153846156,0.3156664723404835,0.6143081317826119,1,0,0,0,0,0,0,,,,0.11180105234421246,0.10885958333333333,240,240,240,0,0,none,0.11180105234421246,0.04014967863059468,0.3449887698805368,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
forecast_cycle,17Z,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,240,240,40,39,18,21,0,0.46153846153846156,0.3156664723404835,0.6143081317826119,1,0,0,0,0,0,0,,,,0.11180105234421246,0.10885958333333333,240,240,240,0,0,none,0.11180105234421246,0.04014967863059468,0.3449887698805368,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
decision_hour,17Z,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,240,240,40,39,18,21,0,0.46153846153846156,0.3156664723404835,0.6143081317826119,1,0,0,0,0,0,0,,,,0.11180105234421246,0.10885958333333333,240,240,240,0,0,none,0.11180105234421246,0.04014967863059468,0.3449887698805368,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
month,07,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,240,240,40,39,18,21,0,0.46153846153846156,0.3156664723404835,0.6143081317826119,1,0,0,0,0,0,0,,,,0.11180105234421246,0.10885958333333333,240,240,240,0,0,none,0.11180105234421246,0.04014967863059468,0.3449887698805368,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
season,JJA,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,240,240,40,39,18,21,0,0.46153846153846156,0.3156664723404835,0.6143081317826119,1,0,0,0,0,0,0,,,,0.11180105234421246,0.10885958333333333,240,240,240,0,0,none,0.11180105234421246,0.04014967863059468,0.3449887698805368,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
temperature_regime,60_to_85,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,132,132,22,22,11,11,0,0.5,0.3072180469247956,0.6927819530752044,0,0,0,0,0,0,0,,,,0.10878366117850945,0.11154621212121212,132,132,132,0,0,none,0.10878366117850945,0.06363337000701379,0.3389578357085612,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
temperature_regime,above_85,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,102,102,17,16,6,10,0,0.375,0.18480982554752806,0.613593529020652,1,0,0,0,0,0,0,,,,0.1152436172047482,0.1004200980392157,102,102,102,0,0,none,0.1152436172047482,0.03733608790528793,0.3539104555829144,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
temperature_regime,below_60,current_observation_conditioned,research-current-v1,EXPLORATORY,REJECTED,No executable point-in-time bid/ask or depth data; forecast-skill evidence only.,FORECAST_SKILL_ONLY,6,6,1,1,1,0,0,1.0,0.20654329147389294,1.0,0,0,0,0,0,0,0,,,,0.11966005536057099,0.193225,6,6,6,0,0,none,0.11966005536057099,0.2200796834114064,0.32600066472358086,,,,,,,2026-07-20..2026-07-20,2026-07-21..2026-07-21,,,,0.05
